Food Name	Category Name	Calcium	Calories	Carbs	Cholesterol	Copper	Fats	Fiber	Folate	Iron	Magnesium	Monounsaturated Fat	Net carbs	Omega-3 - DHA	Omega-3 - DPA	Omega-3 - EPA	Phosphorus	Polyunsaturated fat	Potassium	Protein	Saturated Fat	Selenium	Sodium	Trans Fat	Vitamin A (IU)	Vitamin A RAE	Vitamin B1	Vitamin B12	Vitamin B2	Vitamin B3	Vitamin B5	Vitamin B6	Vitamin C	Zinc	Choline	Fructose	Histidine	Isoleucine	Leucine	Lysine	Manganese	Methionine	Phenylalanine	Starch	Sugar	Threonine	Tryptophan	Valine	Vitamin D	Vitamin E	Vitamin K	Omega-3 - ALA	Omega-6 - Eicosadienoic acid	Omega-6 - Gamma-linoleic acid	Omega-3 - Eicosatrienoic acid	Omega-6 - Dihomo-gamma-linoleic acid	Omega-6 - Linoleic acid	Omega-6 - Arachidonic acid
Saffron	Spices	0.111	310	65	0	0.00033	5.9	3.9	9.30E-05	0.011	0.264	0.43	61	0	0.01	0	0.252	2.1	1.724	11	1.6	5.60E-06	0.148	0	530	2.70E-05	0.00012	0	0.00027	0.0015		0.001	0.081	0.0011							0.028								0									
Tarragon	Spices	1.139	295	50	0	0.00068	7.2	7.4	0.000274	0.032	0.347	0.47	43	0	0	0	0.313	3.7	3.02	23	1.9	4.40E-06	0.062	0	4200	0.00021	0.00025	0	0.0013	0.009		0.0024	0.05	0.0039							0.008								0									
Dried thyme	Spices	1.89	276	64	0	0.00086	7.4	37	0.000274	0.124	0.22	0.47	27	0	0	0	0.201	1.2	0.814	9.1	2.7	4.60E-06	0.055	0	3800	0.00019	0.00051	0	0.0004	0.0049		0.00055	0.05	0.0062	0.044			0.00047	0.00043	0.00021	0.0079				1.7	0.00025	0.00019	0.0005	0	0.0075	0.001715							
Turmeric	Spices	0.168	312	67	0	0.0013	3.3	23	2.00E-05	0.055	0.208	0.45	44	0	0	0	0.299	0.76	2.08	9.7	1.8	6.20E-06	0.027	0.06	0	0	6.00E-05	0	0.00015	0.0014	0.00054	0.00011	0.0007	0.0045	0.049	0.45	0.00015	0.00047	0.00081	0.00038	0.02	0.00014	0.00053		3.2	0.00033	0.00017	0.00066	0	0.0044	1.30E-05	0	0	0.08				
Mustard	Spices	0.063	60	5.8	0	7.00E-05	3.3	4	7.00E-06	0.0016	0.048	2.2	1.8	0	0	0	0.108	0.77	0.152	3.7	0.21	3.40E-05	1.104	0.01	109	5.00E-06	0.00018	0	7.00E-05	0.00057	0.00025	7.00E-05	0.0003	0.00064	0.022	0.23	0.00012	0.00015	0.00029	0.00026	0.00042	8.00E-05	0.00016	0.64	0.92	0.00017	1.00E-05	0.00019	0	0.00036	1.40E-06	0.37	0.01	0	0.02	0	0.36	
Table salt	Spices	0.024	0	0	0	3.00E-05	0	0	0	0.00033	0.001	0	0	0	0	0	0	0	0.008	0	0	1.00E-07	38.758	0	0	0	0	0	0	0	0	0	0	0.0001	0		0	0	0	0	0.0001	0	0		0	0	0	0	0	0	0							
Apple cider vinegar	Spices	0.007	21	0.93	0	1.00E-05	0	0	0	0.0002	0.005	0	0.93	0	0	0	0.008	0	0.073	0	0	1.00E-07	0.005	0	0	0	0	0	0	0	0	0	0	4.00E-05	0	0.3	0	0	0	0	0.00025	0	0		0.4	0	0	0	0	0	0							
Vanilla extract	Spices	0.011	288	13	0	7.00E-05	0.06	0	0	0.00012	0.012	0.01	13	0	0	0	0.006	0	0.148	0.06	0.01	0	0.009	0	0	0	1.00E-05	0	0.0001	0.00043	4.00E-05	3.00E-05	0	0.00011							0.00023				13				0	0	0							
Vinegar	Spices	0.006	18	0.04	0	1.00E-05	0	0	0	3.00E-05	0.001	0	0.04	0	0	0	0.004	0	0.002	0	0	5.00E-07	0.002	0	0	0	0	0	0	0	0	0	0	1.00E-05	0						6.00E-05				0.04				0	0	0							
Caper	Spices	0.04	23	4.9	0	0.00037	0.86	3.2	2.30E-05	0.0017	0.033	0.06	1.7	0	0	0	0.01	0.3	0.04	2.4	0.23	1.20E-06	2.348	0	138	7.00E-06	2.00E-05	0	0.00014	0.00065	3.00E-05	2.00E-05	0.0043	0.00032	0.0065						8.00E-05				0.41				0	0.00088	2.50E-05							
Horseradish	Spices	0.056	48	11	0	6.00E-05	0.69	3.3	5.70E-05	0.00042	0.027	0.13	8	0	0	0	0.031	0.34	0.246	1.2	0.09	2.80E-06	0.42	0	2	0	1.00E-05	0	2.00E-05	0.00039	9.00E-05	7.00E-05	0.025	0.00083	0.0065						0.00013			0	8				0	1.00E-05	1.30E-06							
Spearmint	Spices	0.199	44	8.4	0	0.00024	0.73	6.8	0.000105	0.012	0.063	0.03	1.6				0.06	0.39	0.458	3.3	0.19		0.03	0	4054	0.000203	8.00E-05	0	0.00018	0.00095	0.00025	0.00016	0.013	0.0011			7.00E-05	0.00014	0.00025	0.00014	0.0011	5.00E-05	0.00017			0.00014	5.00E-05	0.00016	0									
Balsamic vinegar	Spices	0.027	88	17		3.00E-05	0			0.00072	0.012		17				0.019		0.112	0.49	0		0.023	0	0	0							0	8.00E-05		7.4					0.00013				15													
Taco seasoning	Spices		188	56	0		0	19		0.0068			37							0	0		8.068	0	9381								0.045												19													
Mayonnaise	Spices	0.008	680	0.57	0.042	2.00E-05	75	0	5.00E-06	0.00021	0.001	17	0.57	0.01	0	0	0.021	45	0.02	0.96	12	2.30E-06	0.635	0.19	65	1.60E-05	1.00E-05	1.20E-07	2.00E-05	0	0.00017	1.00E-05	0	0.00015	0.034	0.05	3.00E-05	7.00E-05	0.0001	7.00E-05	1.00E-05	4.00E-05	6.00E-05		0.57	6.00E-05	2.00E-05	7.00E-05	2.00E-07	0.0033	0.000163	5.3	0.03	0.13	0	0	39	
Cocoa solids	Spices	0.128	228	58	0	0.0038	14	37	3.20E-05	0.014	0.499	4.6	21	0	0	0	0.734	0.44	1.524	20	8.1	1.40E-05	0.021		0	0	8.00E-05	0	0.00024	0.0022	0.00025	0.00012	0	0.0068	0.012		0.00034	0.00076	0.0012	0.00098	0.0038	0.0002	0.00094		1.8	0.00078	0.00029	0.0012	0	0.0001	2.50E-06							
Alfalfa seeds	Nuts	0.032	23	2.1	0	0.00016	0.69	1.9	3.60E-05	0.00096	0.027	0.06	0.2	0	0	0	0.07	0.41	0.079	4	0.07	6.00E-07	0.006	0	155	8.00E-06	8.00E-05	0	0.00013	0.00048	0.00056	3.00E-05	0.0082	0.00092	0.014	0.12		0.00014	0.00027	0.00021	0.00019				0.2	0.00013		0.00015	0	2.00E-05	3.10E-05							
Radish seeds	Nuts	0.051	43	3.6	0	0.00012	2.5		9.50E-05	0.00086	0.044	0.42	3.6				0.113	1.1	0.086	3.8	0.77	6.00E-07	0.006	0	391	2.00E-05	0.0001	0	0.0001	0.0029	0.00073	0.00029	0.029	0.00056							0.00026								0									
Lotus seeds	Nuts	0.163	332	64	0	0.00035	2		0.000104	0.0035	0.21	0.39	64				0.626	1.2	1.368	15	0.33		0.005		50	3.00E-06	0.00064	0	0.00015	0.0016	0.00085	0.00063	0	0.0011			0.00043	0.00077	0.0012	0.00099	0.0023	0.00027	0.00077			0.00075	0.00022	0.00099	0									
Safflower	Nuts	0.078	517	34	0	0.0017	38		0.00016	0.0049	0.353	4.8	34				0.644	28	0.687	16	3.7		0.003		50	3.00E-06	0.0012	0	0.00042	0.0023	0.004	0.0012	0	0.0051			0.00045	0.00072	0.0012	0.00053	0.002	0.00028	0.00081			0.00059	0.00018	0.001	0									
Acorns	Nuts	0.041	387	41	0	0.00062	24		8.70E-05	0.00079	0.062	15	41				0.079	4.6	0.539	6.2	3.1		0		39	2.00E-06	0.00011	0	0.00012	0.0018	0.00072	0.00053	0	0.00051			0.00017	0.00029	0.00049	0.00038	0.0013	0.0001	0.00027			0.00024	7.00E-05	0.00035										
Almond	Nuts	0.269	579	22	0	0.001	50	13	4.40E-05	0.0037	0.27	32	9.1	0	0	0	0.481	12	0.733	21	3.8	4.10E-06	0.001	0.02	2	0	0.00021	0	0.0011	0.0036	0.00047	0.00014	0	0.0031	0.052	0.11	0.00054	0.00075	0.0015	0.00057	0.0022	0.00016	0.0011	0.72	4.4	0.0006	0.00021	0.00086	0	0.026	0	0	0	0			12	
Almond paste	Nuts	0.172	458	48	0	0.00045	28	4.8	7.30E-05	0.0016	0.13	18	43	0	0	0	0.258	5.8	0.314	9	2.6	4.20E-06	0.009		0	0	8.00E-05	0	0.00041	0.0014	0.00011	4.00E-05	0.0001	0.0015	0.029						0.00086				36				0	0.014	0							
Beechnuts	Nuts	0.001	576	34	0	0.00067	50		0.000113	0.0025	0	22	34				0	20	1.017	6.2	5.7		0.038		0	0	0.0003	0	0.00037	0.00088	0.00093	0.00068	0.016	0.00036			0.00017	0.00025	0.00037	0.00037	0.0013	0.00015	0.00026			0.00022	7.00E-05	0.00035										
Brazil nut	Nuts	0.16	659	12	0	0.0017	67	7.5	2.20E-05	0.0024	0.376	24	4.2	0	0	0	0.725	24	0.659	14	16	0.001917	0.003		0	0	0.00062	0	4.00E-05	0.0003	0.00018	0.0001	0.0007	0.0041	0.029	0	0.00041	0.00052	0.0012	0.00049	0.0012	0.0011	0.00064	0.25	2.3	0.00037	0.00014	0.00076	0	0.0057	0	0.02	0	0.02			24	
Cashew	Nuts	0.037	553	30	0	0.0022	44	3.3	2.50E-05	0.0067	0.292	24	27	0	0	0	0.593	7.8	0.66	18	7.8	2.00E-05	0.012		0	0	0.00042	0	6.00E-05	0.0011	0.00086	0.00042	0.0005	0.0058		0.05	0.00046	0.00079	0.0015	0.00093	0.0017	0.00036	0.00095	23	5.9	0.00069	0.00029	0.0011	0	0.0009	3.40E-05		0					
Chestnut	Nuts	0.046	131	28	0	0.00047	1.4		3.80E-05	0.0017	0.054	0.48	28				0.099	0.55	0.715	2	0.26		0.027		17	1.00E-06	0.00015	0	0.0001	0.00073	0.00032	0.00023	0.027	0.00025			6.00E-05	8.00E-05	0.00012	0.00012	0.00085	5.00E-05	8.00E-05			7.00E-05	2.00E-05	0.00011	0									
Hazelnut	Nuts	0.114	628	17	0	0.0017	61	9.7	0.000113	0.0047	0.163	46	7	0	0	0	0.29	7.9	0.68	15	4.5	2.40E-06	0		20	1.00E-06	0.00064	0	0.00011	0.0018	0.00092	0.00056	0.0063	0.0025	0.046	0.07	0.00043	0.00055	0.0011	0.00042	0.0062	0.00022	0.00066	0.48	4.3	0.0005	0.00019	0.0007	0	0.015	1.40E-05		0					
Ginkgo nuts	Nuts	0.002	182	38	0	0.00027	1.7		5.40E-05	0.001	0.027	0.62	38				0.124	0.62	0.51	4.3	0.32		0.007		558	2.80E-05	0.00022	0	9.00E-05	0.006	0.00016	0.00033	0.015	0.00034			0.0001	0.00021	0.00032	0.00021	0.00011	6.00E-05	0.00017			0.00027	7.00E-05	0.00028	0									
Hickory nut	Nuts	0.061	657	18	0	0.00074	64	6.4	4.00E-05	0.0021	0.173	33	12	0	0	0	0.336	22	0.436	13	7	8.10E-06	0.001		131	7.00E-06	0.00087	0	0.00013	0.00091	0.0017	0.00019	0.002	0.0043			0.00039	0.00058	0.001	0.0005	0.0046	0.0003	0.00071			0.00042	0.00014	0.00073	0									
Macadamia	Nuts	0.085	718	14	0	0.00076	76	8.6	1.10E-05	0.0037	0.13	59	5.2	0	0	0	0.188	1.5	0.368	7.9	12	3.60E-06	0.005		0	0	0.0012	0	0.00016	0.0025	0.00076	0.00028	0.0012	0.0013		0.07	0.0002	0.00031	0.0006	2.00E-05	0.0041	2.00E-05	0.00067	1.1	4.6	0.00037	7.00E-05	0.00036	0	0.00054			0					
Mixed nuts	Nuts	0.117	607	21	0	0.00091	54	7	8.30E-05	0.0026	0.229	28	14	0	0	0.01	0.456	15	0.632	20	8.7	3.40E-05	0.005	0.06	3	0	0.00019	0	0.0002	0.0077	0.0011	0.00035	0.0005	0.0034	0.052	0	0.00057	0.00083	0.0017	0.00078	0.002	0.00028	0.0012	4.2	4.2	0.0007	0.00022	0.001	0	0.0078	5.70E-06	0.08	0.01	0	0	0	14	
Pecan	Nuts	0.07	691	14	0	0.0012	72	9.6	2.20E-05	0.0025	0.121	41	4.3	0	0	0	0.277	22	0.41	9.2	6.2	3.80E-06	0		56	3.00E-06	0.00066	0	0.00013	0.0012	0.00086	0.00021	0.0011	0.0045	0.041	0.04	0.00026	0.00034	0.0006	0.00029	0.0045	0.00018	0.00043	0.46	4	0.00031	9.00E-05	0.00041	0	0.0014	3.50E-06		0					
Pili nuts	Nuts	0.145	719	4	0	0.00096	80		6.00E-05	0.0035	0.302	37	4				0.575	7.6	0.507	11	31		0.003		41	2.00E-06	0.00091	0	9.00E-05	0.00052	0.00048	0.00012	0.0006	0.003			0.00026	0.00048	0.00089	0.00037	0.0023	0.0004	0.0005			0.00041	0.00019	0.0007										
Pine nuts	Nuts	0.016	673	13	0	0.0013	68	3.7	3.40E-05	0.0055	0.251	19	9.4	0	0	0	0.575	34	0.597	14	4.9	7.00E-07	0.002		29	1.00E-06	0.00036	0	0.00023	0.0044	0.00031	9.00E-05	0.0008	0.0065	0.056	0.07	0.00034	0.00054	0.00099	0.00054	0.0088	0.00026	0.00052	1.4	3.6	0.00037	0.00011	0.00069	0	0.0093	5.40E-05	0.11	0.4	0.05				
Pistachio	Nuts	0.105	560	27	0	0.0013	45	11	5.10E-05	0.0039	0.121	23	17	0	0	0	0.49	14	1.025	20	5.9	7.00E-06	0.001	0	516	2.60E-05	0.00087	0	0.00016	0.0013	0.00052	0.0017	0.0056	0.0022		0.24	0.00051	0.00092	0.0016	0.0011	0.0012	0.00036	0.0011	1.7	7.7	0.00068	0.00025	0.0012	0	0.0029			0				14	
Walnut	Nuts	0.098	654	14	0	0.0016	65	6.7	9.80E-05	0.0029	0.158	8.9	7	0	0	0	0.346	47	0.441	15	6.1	4.90E-06	0.002		20	1.00E-06	0.00034	0	0.00015	0.0011	0.00057	0.00054	0.0013	0.0031	0.039	0.09	0.00039	0.00063	0.0012	0.00042	0.0034	0.00024	0.00071	0.06	2.6	0.0006	0.00017	0.00075	0	0.0007	2.70E-06		0					
Tahini	Nuts	0.426	595	21	0	0.0016	54	9.3	9.80E-05	0.009	0.095	20	12	0	0	0	0.732	24	0.414	17	7.5	3.40E-05	0.115		67	3.00E-06	0.0012	0	0.00047	0.0055	0.00069	0.00015	0	0.0046	0.026		0.0005	0.00073	0.0013	0.00055	0.0015	0.00056	0.0009		0.49	0.00071	0.00037	0.00095	0	0.00025	0							
Watermelon seeds	Nuts	0.054	557	15	0	0.00069	47		5.80E-05	0.0073	0.515	7.4	15				0.755	28	0.648	28	9.8		0.099		0	0	0.00019	0	0.00015	0.0036	0.00035	9.00E-05	0	0.01			0.00078	0.0013	0.0021	0.00089	0.0016	0.00083	0.002			0.0011	0.00039	0.0016	0									
Almond butter	Nuts	0.347	614	19	0	0.00093	56	10	5.30E-05	0.0035	0.279	32	8.5				0.508	14	0.748	21	4.2	2.40E-06	0.007		1	0	4.00E-05	0	0.00094	0.0032	0.00032	0.0001	0	0.0033	0.052	0	0.00055	0.00081	0.0015	0.00061	0.0021	0.00012	0.0011	0.08	4.4	0.00056	0.00016	0.00094	0	0.024	0		0					
Castanea crenata	Nuts	0.031	154	35	0	0.00056	0.53		4.70E-05	0.0015	0.049	0.28	35				0.072	0.14	0.329	2.3	0.08		0.014		37	2.00E-06	0.00034	0	0.00016	0.0015	0.00021	0.00028	0.026	0.0011			6.00E-05	0.00011	0.00014	0.00015	0.0016	5.00E-05	9.00E-05			9.00E-05	3.00E-05	0.00013	0									
Cashew butter	Nuts	0.061	609	30	0	0.0018	53	3	5.50E-05	0.0049	0.206	27	27	0	0	0	0.388	13	0.447	12	11	9.30E-06	0.295	0	0	0	0.00016	0	0.00016	0.0011		0.0002	0	0.0044	0.048		0.00026	0.00045	0.00083	0.00052		0.0002	0.00054		9.1	0.00039	0.00016	0.00062	0	0.0051	3.00E-05							
Peanut	Nuts	0.092	567	16	0	0.0011	49	8.5	0.00024	0.0046	0.168	24	7.6	0	0	0	0.376	16	0.705	26	6.3	7.20E-06	0.018	0	0	0	0.00064	0	0.00014	0.012	0.0018	0.00035	0	0.0033	0.053		0.00065	0.00091	0.0017	0.00093	0.0019	0.00032	0.0014		4.7	0.00088	0.00025	0.0011	0	0.0083	0							
Basil	Greens	0.177	23	2.7	0	0.00039	0.64	1.6	6.80E-05	0.0032	0.064	0.09	1.1	0	0	0	0.056	0.39	0.295	3.2	0.04	3.00E-07	0.004	0	5275	0.000264	3.00E-05	0	8.00E-05	0.0009	0.00021	0.00016	0.018	0.00081	0.011	0.02	5.00E-05	0.0001	0.00019	0.00011	0.0011	4.00E-05	0.00013		0.3	0.0001	4.00E-05	0.00013	0	0.0008	0.000415							
Dill	Greens	0.208	43	7	0	0.00015	1.1	2.1	0.00015	0.0066	0.055	0.8	4.9				0.066	0.1	0.738	3.5	0.06		0.061	0	7718	0.000386	6.00E-05	0	0.0003	0.0016	0.0004	0.00019	0.085	0.00091			7.00E-05	0.0002	0.00016	0.00025	0.0013	1.00E-05	7.00E-05			7.00E-05	1.00E-05	0.00015	0									
Thyme	Greens	0.405	101	24	0	0.00056	1.7	14	4.50E-05	0.017	0.16	0.08	10				0.106	0.53	0.609	5.6	0.47		0.009	0	4751	0.000238	5.00E-05	0	0.00047	0.0018	0.00041	0.00035	0.16	0.0018				0.00029	0.00026	0.00013	0.0017					0.00015	0.00011	0.00031	0									
Rosemary	Greens	0.317	131	21	0	0.0003	5.9	14	0.000109	0.0067	0.091	1.2	6.6				0.066	0.9	0.668	3.3	2.8		0.026	0	2924	0.000146	4.00E-05	0	0.00015	0.00091	0.0008	0.00034	0.022	0.00093			7.00E-05	0.00014	0.00025	0.00014	0.00096	5.00E-05	0.00017			0.00014	5.00E-05	0.00017	0									
Peppermint	Greens	0.243	70	15	0	0.00033	0.94	8	0.000114	0.0051	0.08	0.03	6.9				0.073	0.51	0.569	3.8	0.25		0.031	0	4248	0.000212	8.00E-05	0	0.00027	0.0017	0.00034	0.00013	0.032	0.0011			8.00E-05	0.00015	0.00028	0.00016	0.0012	5.00E-05	0.00019			0.00015	6.00E-05	0.00019	0									
Garden rhubarb	Greens	0.086	21	4.5	0	2.00E-05	0.2	1.8	7.00E-06	0.00022	0.012	0.04	2.7	0	0	0	0.014	0.1	0.288	0.9	0.05	1.10E-06	0.004	0	102	5.00E-06	2.00E-05	0	3.00E-05	0.0003	9.00E-05	2.00E-05	0.008	0.0001	0.0061						0.0002				1.1				0	0.00027	2.90E-05							
Amaranth leaves	Greens	0.215	23	4	0	0.00016	0.33		8.50E-05	0.0023	0.055	0.08	4				0.05	0.15	0.611	2.5	0.09	9.00E-07	0.02	0	2917	0.000146	3.00E-05	0	0.00016	0.00066	6.00E-05	0.00019	0.043	0.0009			5.00E-05	0.00012	0.0002	0.00013	0.00089	4.00E-05	0.00013			0.0001	3.00E-05	0.00014	0		0.00114							
Rapini	Greens	0.108	22	2.9	0	4.00E-05	0.49	2.7	8.30E-05	0.0021	0.022	0.03	0.15	0	0	0	0.073	0.13	0.196	3.2	0.05	1.00E-06	0.033	0	2622	0.000131	0.00016	0	0.00013	0.0012	0.00032	0.00017	0.02	0.00077	0.018	0.17	7.00E-05	0.0001	0.00017	0.0002	0.0004	5.00E-05	0.00013		0.38	0.00011	4.00E-05	0.00015	0	0.0016	0.000224		0					
Butterbur	Greens	0.103	14	3.6	0	0.0001	0.04		1.00E-05	0.0001	0.014		3.6				0.012		0.655	0.39		9.00E-07	0.007	0	50	3.00E-06	2.00E-05	0	2.00E-05	0.0002	3.00E-05	0.0001	0.032	0.00016							0.00027								0									
Cardoon	Greens	0.07	17	4.1	0	0.00023	0.1	1.6	6.80E-05	0.0007	0.042	0.02	2.5				0.023	0.04	0.4	0.7	0.01	2.00E-07	0.17	0	0	0	2.00E-05	0	3.00E-05	0.0003	0.00034	0.00012	0.002	0.00017							0.00026								0									
Celery	Greens	0.04	16	3	0	4.00E-05	0.17	1.6	3.60E-05	0.0002	0.011	0.03	1.4	0	0	0	0.024	0.08	0.26	0.69	0.04	4.00E-07	0.08	0	449	2.20E-05	2.00E-05	0	6.00E-05	0.00032	0.00025	7.00E-05	0.0031	0.00013	0.0061	0.37	1.00E-05	2.00E-05	3.00E-05	3.00E-05	0.0001	1.00E-05	2.00E-05	0	1.3	2.00E-05	1.00E-05	3.00E-05	0	0.00027	2.90E-05							
Chard	Greens	0.058	20	4.1	0	0.00016	0.08	2.1	9.00E-06	0.0023	0.086	0.02	2	0	0	0	0.033	0.03	0.549	1.9	0.01	9.00E-07	0.179	0	6124	0.000306	3.00E-05	0	9.00E-05	0.00036	0.00016	9.00E-05	0.018	0.00033	0.029		4.00E-05	0.00015	0.00014	0.0001	0.00033	2.00E-05	0.00011		1.1	9.00E-05	2.00E-05	0.00011	0	0.0019	0.000327							
Chives	Greens	0.092	30	4.4	0	0.00016	0.73	2.5	0.000105	0.0016	0.042	0.1	1.9	0	0	0	0.058	0.27	0.296	3.3	0.15	9.00E-07	0.003	0	4353	0.000218	8.00E-05	0	0.00012	0.00065	0.00032	0.00014	0.058	0.00056	0.0052		6.00E-05	0.00014	0.0002	0.00016	0.00037	4.00E-05	0.00011		1.9	0.00013	4.00E-05	0.00015	0	0.00021	0.000213							
Chrysanthemum	Greens	0.117	24	3	0	0.00014	0.56	3	0.000177	0.0023	0.032		0.02				0.054		0.567	3.4			0.118	0	2320	0.000116	0.00013	0	0.00014	0.00053	0.00022	0.00018	0.0014	0.00071							0.00094								0		0.00035							
Marrow-stem Kale	Greens	0.232	32	5.4	0	5.00E-05	0.61	4	0.000129	0.00047	0.027	0.03	1.4	0	0	0	0.025	0.2	0.213	3	0.06	1.30E-06	0.017	0	5019	0.000251	5.00E-05	0	0.00013	0.00074	0.00027	0.00017	0.035	0.00021	0.023		5.00E-05	0.0001	0.00015	0.00012	0.00066	3.00E-05	9.00E-05		0.46	9.00E-05	3.00E-05	0.00012	0	0.0023	0.000437							
Collard Greens	Greens	0.141	33	5.7	0	5.00E-05	0.72	4	1.60E-05	0.0011	0.021	0.03	1.7	0	0	0	0.032	0.17	0.117	2.7	0.05	5.00E-07	0.015	0	7600	0.00038	4.00E-05	0	0.00011	0.00058	0.00022	0.00013	0.018	0.00023	0.038		4.00E-05	9.00E-05	0.00013	0.0001	0.00051	3.00E-05	8.00E-05		0.4	7.00E-05	3.00E-05	0.0001	0	0.00088	0.000407							
Coriander	Greens	0.067	23	3.7	0	0.00023	0.52	2.8	6.20E-05	0.0018	0.026	0.28	0.87	0	0	0	0.048	0.04	0.521	2.1	0.01	9.00E-07	0.046	0	6748	0.000337	7.00E-05	0	0.00016	0.0011	0.00057	0.00015	0.027	0.0005	0.013						0.00043				0.87				0	0.0025	0.00031							
Garden cress	Greens	0.081	32	5.5	0	0.00017	0.7	1.1	8.00E-05	0.0013	0.038	0.24	4.4	0	0	0	0.076	0.23	0.606	2.6	0.02	9.00E-07	0.014	0	6917	0.000346	8.00E-05	0	0.00026	0.001	0.00024	0.00025	0.069	0.00023	0.02						0.00055				4.4				0	0.0007	0.000542							
Dandelion greens	Greens	0.187	45	9.2	0	0.00017	0.7	3.5	2.70E-05	0.0031	0.036	0.01	5.7	0	0	0	0.066	0.31	0.397	2.7	0.17	5.00E-07	0.076	0	10161	0.000508	0.00019	0	0.00026	0.00081	8.00E-05	0.00025	0.035	0.00041	0.035						0.00034				0.71				0	0.0034	0.000778							
Escarole	Greens	0.046	19	3.1	0	9.00E-05	0.18	2.8	7.80E-05	0.00072	0.013	0	0.27	0	0	0	0.022	0.08	0.245	1.2	0.04	2.00E-07	0.019		1888	9.40E-05	6.00E-05	0	6.00E-05	0.00031	0.00083	2.00E-05	0.0033	0.00069	0.015		2.00E-05	7.00E-05	9.00E-05	6.00E-05	0.00039	1.00E-05	5.00E-05		0.23	5.00E-05	1.00E-05	6.00E-05	0	0.0004	0.000212							
Drumstick leaves	Greens	0.185	64	8.3	0	0.00011	1.4	2	4.00E-05	0.004	0.042		6.3				0.112		0.337	9.4		9.00E-07	0.009	0	7564	0.000378	0.00026	0	0.00066	0.0022	0.00013	0.0012	0.052	0.0006			0.0002	0.00045	0.00079	0.00054	0.0011	0.00012	0.00049			0.00041	0.00014	0.00061	0									
Kale	Greens	0.072	28	5.6	0	0.00016	0.4	2	1.30E-05	0.0009	0.018	0.03	3.6	0	0	0	0.028	0.19	0.228	1.9	0.05	9.00E-07	0.023	0	13621	0.000681	5.00E-05	0	7.00E-05	0.0005	5.00E-05	0.00014	0.041	0.00024	0.0004		4.00E-05	0.00011	0.00013	0.00011	0.00042	2.00E-05	0.0001		1.3	9.00E-05	2.00E-05	0.0001	0	0.00085	0.000817							
Lambsquarters	Greens	0.309	43	7.3	0	0.00029	0.8	4	3.00E-05	0.0012	0.034	0.15	3.3				0.072	0.35	0.452	4.2	0.06	9.00E-07	0.043	0	11600	0.00058	0.00016	0	0.00044	0.0012	9.00E-05	0.00027	0.08	0.00044			0.00012	0.00025	0.00035	0.00035	0.00078	5.00E-05	0.00017			0.00016	4.00E-05	0.00023	0									
Leek	Greens	0.059	61	14	0	0.00012	0.3	1.8	6.40E-05	0.0021	0.028	0	12	0	0	0	0.035	0.17	0.18	1.5	0.04	1.00E-06	0.02	0	1667	8.30E-05	6.00E-05	0	3.00E-05	0.0004	0.00014	0.00023	0.012	0.00012	0.0095		3.00E-05	5.00E-05	0.0001	8.00E-05	0.00048	2.00E-05	6.00E-05		3.9	6.00E-05	1.00E-05	6.00E-05	0	0.00092	4.70E-05							
Lettuce	Greens	0.036	15	2.9	0	3.00E-05	0.15	1.3	3.80E-05	0.00086	0.013	0.01	1.6	0	0	0	0.029	0.08	0.194	1.4	0.02	6.00E-07	0.028	0	7405	0.00037	7.00E-05	0	8.00E-05	0.00038	0.00013	9.00E-05	0.0092	0.00018	0.014	0.43	2.00E-05	8.00E-05	8.00E-05	8.00E-05	0.00025	2.00E-05	6.00E-05	0	0.78	6.00E-05	1.00E-05	7.00E-05	0	0.00022	0.000126							
Mustard Greens	Greens	0.118	26	4.5	0	0.00015	0.47	2	9.00E-06	0.00087	0.013	0.11	2.5	0	0	0	0.042	0.05	0.162	2.6	0.01	6.00E-07	0.009	0	12370	0.000618	4.00E-05	0	6.00E-05	0.00043	0.00012	0.0001	0.025	0.00022	0.0004										1.4				0	0.0018	0.000593							
Scallion	Greens	0.072	32	7.3	0	8.00E-05	0.19	2.6	6.40E-05	0.0015	0.02	0.03	4.7	0	0	0	0.037	0.07	0.276	1.8	0.03	6.00E-07	0.016	0	997	5.00E-05	6.00E-05	0	8.00E-05	0.00053	8.00E-05	6.00E-05	0.019	0.00039	0.0057		3.00E-05	8.00E-05	0.00011	9.00E-05	0.00016	2.00E-05	6.00E-05		2.3	7.00E-05	2.00E-05	8.00E-05	0	0.00055	0.000207							
Welsh onion	Greens	0.018	34	6.5	0	7.00E-05	0.4	2.4	1.60E-05	0.0012	0.023	0.06	4.1				0.049	0.16	0.212	1.9	0.07	6.00E-07	0.017	0	1160		5.00E-05	0	9.00E-05	0.0004	0.00017	7.00E-05	0.027	0.00052	0.0053		3.00E-05	8.00E-05	0.00011	0.0001	0.00014	2.00E-05	6.00E-05		2.2	7.00E-05	2.00E-05	8.00E-05	0	0.00051	0.000193							
Parsley	Greens	0.138	36	6.3	0	0.00015	0.79	3.3	0.000152	0.0062	0.05	0.3	3	0	0	0	0.058	0.12	0.554	3	0.13	1.00E-07	0.056	0	8424	0.000421	9.00E-05	0	0.0001	0.0013	0.0004	9.00E-05	0.133	0.0011	0.013		6.00E-05	0.00012	0.0002	0.00018	0.00016	4.00E-05	0.00015		0.85	0.00012	5.00E-05	0.00017	0	0.00075	0.00164							
